Time Deltas	Message	Detail	Time (secs)
T4	__rrcSetup	Pci602@NrArfcn520110	0.000342
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.101606
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002022
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.0587
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001517
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000378
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001628
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000366
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.103666
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.000949
T4	__rrcSetup	Pci602@NrArfcn520110	0.000524
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.054615
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000702
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	8e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.000211
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002763
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.066125
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.1e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	8e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.000243
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000959
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000422
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00137
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.103238
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000642
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.023634
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.004095
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000513
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000909
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109088
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.020668
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000447
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000361
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001303
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.104234
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001666
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000495
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002163
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000427
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.089565
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001788
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00216
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.021903
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00195
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000456
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.106485
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.00114
T4	__rrcSetup	Pci602@NrArfcn520110	0.00047
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.020601
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002187
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000429
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001129
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.105813
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.108333
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.000369
T4	__rrcSetup	Pci602@NrArfcn520110	0.000658
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00047
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000505
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.096296
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000497
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002078
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000407
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002045
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000505
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001903
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.110538
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000638
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000381
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000797
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000425
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000999
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.053094
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.025068
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001637
T1	__rrcSetupRequest	Pci602@NrArfcn520110	6.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000507
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.002143
T4	__rrcSetup	Pci602@NrArfcn520110	0.05122
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.042455
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000581
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000514
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.020408
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002104
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.017347
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000878
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.105431
T4	__rrcSetup	Pci602@NrArfcn520110	0.003714
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001622
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000352
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00163
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000353
T1	__rrcSetupRequest	Pci873@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.052563
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci873@NrArfcn520110	0.000486
T1	__rrcSetupRequest	Pci873@NrArfcn520110	3.5e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci873@NrArfcn520110	0.044967
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001802
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000357
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001293
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.117306
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.097828
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.001496
T4	__rrcSetup	Pci602@NrArfcn520110	0.000601
T1	__rrcSetupRequest	Pci602@NrArfcn520110	6.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001869
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.035852
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001659
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.166211
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000883
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.110839
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000413
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.056003
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002063
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.024096
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002197
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109359
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.095811
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.001066
T4	__rrcSetup	Pci602@NrArfcn520110	0.000436
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.069634
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.05065
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001382
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.072996
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001074
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00068
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.032149
T4	__rrcSetup	Pci602@NrArfcn520110	0.005925
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001078
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109905
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002464
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.016894
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000529
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000602
T1	__rrcSetupRequest	Pci602@NrArfcn520110	0.000101
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.089166
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000527
T1	__rrcSetupRequest	Pci602@NrArfcn520110	9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000617
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.027849
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002167
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.04656
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000878
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.095364
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000292
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001989
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000402
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.05344
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00173
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000327
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002331
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000437
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00095
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.09952
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000656
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.049171
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001688
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000379
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.113895
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000327
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002018
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00039
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000754
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.081975
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001628
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.106877
T4	__rrcSetup	Pci602@NrArfcn520110	0.001641
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.063883
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000733
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000618
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003007
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.108083
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001291
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000288
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002225
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000434
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001045
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.102417
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000455
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.00031
T4	__rrcSetup	Pci602@NrArfcn520110	0.061822
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002009
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000326
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000951
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.111884
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000427
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002077
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.008844
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.102882
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000879
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003343
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.0786
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001579
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000367
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001069
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.111473
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003593
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000425
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00194
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000422
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002267
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.107563
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001801
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000393
T1	__rrcSetupRequest	Pci271@NrArfcn389790	1.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001725
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
