Time Deltas	Message	Detail	Time (secs)
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000191
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370421319)	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000114
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.2e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 147758506619	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000601
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370422248)	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	9.9e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	0.000467
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0001
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1041001624139	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001576
T3	______[0xB062] LTE MAC RACH attempt	Success	1.9e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000345
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370423656)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000309
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000583
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 345271012461	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001628
T3	______[0xB062] LTE MAC RACH attempt	Success	1.8e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.002333
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370424577)	7.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000456
T3	______[0xB062] LTE MAC RACH attempt	Success	2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000335
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 527640627444	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001557
T3	______[0xB062] LTE MAC RACH attempt	Success	1.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000355
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370426003)	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0002
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000162
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 962908945240	9.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000856
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000208
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370426843)	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000379
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000337
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370426843)	3.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	8.3e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	9.5e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 383694009667	3.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001127
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000122
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370428180)	0.000167
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000236
T3	______[0xB062] LTE MAC RACH attempt	Success	0.000264
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 600279519148	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001089
T3	______[0xB062] LTE MAC RACH attempt	Success	1.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000252
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370429044)	7.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000304
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000314
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 801084316093	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.010003
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00026
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 958143044047	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001197
T3	______[0xB062] LTE MAC RACH attempt	Success	2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000278
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370431214)	7.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00024
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000191
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 38013057671	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.065607
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000155
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370432538)	5.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000326
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000277
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 704256658336	3.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.072583
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000314
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370433302)	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	9.3e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.7e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370433302)	7.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000319
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00017
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 635602798755	1.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000256
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000121
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370434565)	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000408
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 813132230368	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001213
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000484
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370435326)	7.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000278
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000334
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1006945132149	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000879
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000239
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370436608)	5.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000229
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000194
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 234450903931	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003624
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370437413)	6.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000306
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000233
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 750074045193	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.008527
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000126
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370438755)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000306
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000197
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 960439857309	4.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00045
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	8.5e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370439531)	9.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000276
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000202
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 896617502740	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000312
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	0.000385
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370440875)	8.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000241
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000188
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370440875)	8.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000233
T3	______[0xB062] LTE MAC RACH attempt	Success	5.4e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000189
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 752599227186	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.018263
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	8.5e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370441705)	5.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000468
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000198
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 809986064571	3.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.044592
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000328
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370443066)	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000121
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	8.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 156451315329	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00148
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000287
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370443834)	0.0001
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00023
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000186
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 816708896685	1.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.012843
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000202
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370445083)	8.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000216
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000216
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 464055933566	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000377
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000379
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370445946)	7.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000331
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000191
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 694292132981	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.052545
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000207
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370447333)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0003
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 1010325959158	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000249
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.005054
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370448167)	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	7.5e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.4e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 533274673199	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0622
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000309
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370449417)	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00027
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000237
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 406130393262	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001186
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000254
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370450232)	7.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000395
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000195
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 135765822232	3.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001075
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000219
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370451552)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000397
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00019
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 164593819222	3.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.004849
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000107
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370452285)	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000214
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000186
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 306228483135	1.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000475
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	8.4e-05
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370453472)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000221
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000184
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 609778055746	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.048183
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000335
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370454257)	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	8.1e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.9e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370454257)	5.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000343
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0002
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370454257)	8.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000322
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000199
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1080325902190	4.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00059
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000168
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370455524)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000319
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000193
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 211837521159	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.052168
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000189
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370456312)	4.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	8.2e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000111
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 987026470366	5.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001066
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000275
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370457536)	5.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000333
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000187
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 661049656592	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.005929
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000116
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370458267)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000334
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000183
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 128344343144	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001542
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00011
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370459513)	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000475
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 528927811180	5.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001252
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000256
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370460266)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000307
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000227
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 219923101348	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000934
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000188
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370461589)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000213
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000183
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 15538555853	3.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000307
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	6.6e-05
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370462388)	2.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	7.1e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	6.6e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 124616590571	1.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003784
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000129
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370463723)	6.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000249
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000212
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 655154520738	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.015491
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000263
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370464514)	2.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000132
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci478@Earfcn66786	8.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 818089097206	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000687
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000457
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370465825)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000221
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
